YEAR,MO,DY,HR,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DWN
2021,11,6,22,-999,-999,-999,0,0
2021,11,6,23,-999,-999,-999,0,0
2021,11,7,0,-999,-999,-999,0,0
2021,11,7,1,-999,-999,-999,0,0
2021,11,7,2,-999,-999,-999,0,0
2021,11,7,3,-999,-999,-999,0,0
2021,11,7,4,-999,-999,-999,0,0
2021,11,7,5,-999,-999,-999,0,0
2021,11,7,6,-999,-999,-999,0,0
2021,11,7,7,-999,-999,-999,0,0
2021,11,7,8,0.35,0.13,85.37,14.15,39.72
2021,11,7,9,0.41,0.13,79.45,42.58,104.66
2021,11,7,10,0.41,0.13,75,61.98,145.38
2021,11,7,11,0.36,0.12,72.48,64.42,149.86
2021,11,7,12,0.28,0.11,72.14,51.95,120.06
2021,11,7,13,0.29,0.11,73.99,47.67,109.23
2021,11,7,14,0.15,0.1,77.88,18.08,42.36
2021,11,7,15,0.18,0.12,83.45,12.12,28.84
2021,11,7,16,0.35,0.09,89.23,1.4,6.57
2021,11,7,17,-999,-999,-999,0,0
2021,11,7,18,-999,-999,-999,0,0
2021,11,7,19,-999,-999,-999,0,0
2021,11,7,20,-999,-999,-999,0,0
2021,11,7,21,-999,-999,-999,0,0
2021,11,7,22,-999,-999,-999,0,0
2021,11,7,23,-999,-999,-999,0,0
2021,11,8,0,-999,-999,-999,0,0
2021,11,8,1,-999,-999,-999,0,0
2021,11,8,2,-999,-999,-999,0,0
2021,11,8,3,-999,-999,-999,0,0
2021,11,8,4,-999,-999,-999,0,0
2021,11,8,5,-999,-999,-999,0,0
2021,11,8,6,-999,-999,-999,0,0
2021,11,8,7,-999,-999,-999,0,0
2021,11,8,8,0.34,0.13,85.67,13.12,35.5
2021,11,8,9,0.34,0.12,79.72,35.6,83.84
2021,11,8,10,0.38,0.12,75.28,57.9,132.69
2021,11,8,11,0.36,0.12,72.77,60.48,147
2021,11,8,12,0.39,0.11,72.43,72.5,164.68
2021,11,8,13,0.34,0.12,74.27,52.67,125.46
2021,11,8,14,0.31,0.11,78.14,37.4,88.92
2021,11,8,15,0.3,0.12,83.7,18.55,46.7
2021,11,8,16,0.48,0.09,89.34,1.6,7.73
2021,11,8,17,-999,-999,-999,0,0
2021,11,8,18,-999,-999,-999,0,0
2021,11,8,19,-999,-999,-999,0,0
2021,11,8,20,-999,-999,-999,0,0
2021,11,8,21,-999,-999,-999,0,0
2021,11,8,22,-999,-999,-999,0,0
2021,11,8,23,-999,-999,-999,0,0
2021,11,9,0,-999,-999,-999,0,0
2021,11,9,1,-999,-999,-999,0,0
2021,11,9,2,-999,-999,-999,0,0
2021,11,9,3,-999,-999,-999,0,0
2021,11,9,4,-999,-999,-999,0,0
2021,11,9,5,-999,-999,-999,0,0
2021,11,9,6,-999,-999,-999,0,0
2021,11,9,7,-999,-999,-999,0,0
2021,11,9,8,0.36,0.14,85.95,13.62,35.09
2021,11,9,9,0.23,0.12,79.99,23.08,54.99
2021,11,9,10,0.2,0.11,75.57,29.3,66.34
2021,11,9,11,0.11,0.1,73.06,20,44.72
2021,11,9,12,0.23,0.11,72.71,39.4,97.19
2021,11,9,13,0.09,0.09,74.55,15,33.16
2021,11,9,14,0.09,0.09,78.41,9.45,23.34
2021,11,9,15,0.19,0.14,83.38,12.58,30.62
2021,11,9,16,-999,-999,-999,0,0
2021,11,9,17,-999,-999,-999,0,0
2021,11,9,18,-999,-999,-999,0,0
2021,11,9,19,-999,-999,-999,0,0
2021,11,9,20,-999,-999,-999,0,0
2021,11,9,21,-999,-999,-999,0,0
2021,11,9,22,-999,-999,-999,0,0
2021,11,9,23,-999,-999,-999,0,0
2021,11,10,0,-999,-999,-999,0,0
2021,11,10,1,-999,-999,-999,0,0
2021,11,10,2,-999,-999,-999,0,0
2021,11,10,3,-999,-999,-999,0,0
2021,11,10,4,-999,-999,-999,0,0
2021,11,10,5,-999,-999,-999,0,0
2021,11,10,6,-999,-999,-999,0,0
2021,11,10,7,-999,-999,-999,0,0
2021,11,10,8,0.31,0.12,86.23,10.23,28.2
2021,11,10,9,0.28,0.13,80.27,28.1,66.84
2021,11,10,10,0.2,0.12,75.84,29.83,68.7
2021,11,10,11,0.27,0.12,73.34,46.33,107.41
2021,11,10,12,0.27,0.11,72.99,46.95,106.43
2021,11,10,13,0.28,0.12,74.82,45.3,102.66
2021,11,10,14,0.22,0.11,78.66,26.02,60.38
2021,11,10,15,0.3,0.13,83.7,18.27,44.85
2021,11,10,16,-999,-999,-999,0,0
2021,11,10,17,-999,-999,-999,0,0
2021,11,10,18,-999,-999,-999,0,0
2021,11,10,19,-999,-999,-999,0,0
2021,11,10,20,-999,-999,-999,0,0
2021,11,10,21,-999,-999,-999,0,0
2021,11,10,22,-999,-999,-999,0,0
2021,11,10,23,-999,-999,-999,0,0
2021,11,11,0,-999,-999,-999,0,0
2021,11,11,1,-999,-999,-999,0,0
2021,11,11,2,-999,-999,-999,0,0
2021,11,11,3,-999,-999,-999,0,0
2021,11,11,4,-999,-999,-999,0,0
2021,11,11,5,-999,-999,-999,0,0
2021,11,11,6,-999,-999,-999,0,0
2021,11,11,7,-999,-999,-999,0,0
2021,11,11,8,0.31,0.12,86.5,9.73,26.8
2021,11,11,9,0.28,0.12,80.53,27.2,63.6
2021,11,11,10,0.27,0.11,76.12,37.88,87.91
2021,11,11,11,0.32,0.12,73.62,54.77,126.05
2021,11,11,12,0.37,0.12,73.27,63.12,148.24
2021,11,11,13,0.34,0.12,75.09,51.65,119.05
2021,11,11,14,0.27,0.11,78.91,30.3,71.27
2021,11,11,15,0.25,0.11,84.02,14.55,35.7
2021,11,11,16,-999,-999,-999,0,0
2021,11,11,17,-999,-999,-999,0,0
2021,11,11,18,-999,-999,-999,0,0
2021,11,11,19,-999,-999,-999,0,0
2021,11,11,20,-999,-999,-999,0,0
2021,11,11,21,-999,-999,-999,0,0
2021,11,11,22,-999,-999,-999,0,0
2021,11,11,23,-999,-999,-999,0,0
2021,11,12,0,-999,-999,-999,0,0
2021,11,12,1,-999,-999,-999,0,0
2021,11,12,2,-999,-999,-999,0,0
2021,11,12,3,-999,-999,-999,0,0
2021,11,12,4,-999,-999,-999,0,0
2021,11,12,5,-999,-999,-999,0,0
2021,11,12,6,-999,-999,-999,0,0
2021,11,12,7,-999,-999,-999,0,0
2021,11,12,8,0.25,0.09,86.75,6.8,19.76
2021,11,12,9,0.23,0.11,80.79,22.3,50
2021,11,12,10,0.2,0.11,76.39,28.38,65.41
2021,11,12,11,0.2,0.11,73.89,35.2,78.97
2021,11,12,12,0.2,0.11,73.53,35.12,77.44
2021,11,12,13,0.21,0.11,75.34,32.67,73.88
2021,11,12,14,0.2,0.1,79.16,21.6,50.32
2021,11,12,15,0.22,0.12,84.32,12.3,29.76
2021,11,12,16,-999,-999,-999,0,0
2021,11,12,17,-999,-999,-999,0,0
2021,11,12,18,-999,-999,-999,0,0
2021,11,12,19,-999,-999,-999,0,0
2021,11,12,20,-999,-999,-999,0,0
2021,11,12,21,-999,-999,-999,0,0
2021,11,12,22,-999,-999,-999,0,0
2021,11,12,23,-999,-999,-999,0,0
2021,11,13,0,-999,-999,-999,0,0
2021,11,13,1,-999,-999,-999,0,0
2021,11,13,2,-999,-999,-999,0,0
2021,11,13,3,-999,-999,-999,0,0
2021,11,13,4,-999,-999,-999,0,0
2021,11,13,5,-999,-999,-999,0,0
2021,11,13,6,-999,-999,-999,0,0
2021,11,13,7,-999,-999,-999,0,0
2021,11,13,8,0.27,0.12,86.99,6.02,19.16
2021,11,13,9,0.37,0.15,81.05,32.12,79.23
2021,11,13,10,0.17,0.11,76.66,22.92,54.03
2021,11,13,11,0.17,0.11,74.16,28.8,65.35
2021,11,13,12,0.16,0.11,73.8,27.6,61.86
2021,11,13,13,0.13,0.1,75.6,19.55,44.98
2021,11,13,14,0.1,0.09,79.4,11.02,25.89
2021,11,13,15,0.25,0.13,84.61,12.45,32.91
2021,11,13,16,-999,-999,-999,0,0
2021,11,13,17,-999,-999,-999,0,0
2021,11,13,18,-999,-999,-999,0,0
2021,11,13,19,-999,-999,-999,0,0
2021,11,13,20,-999,-999,-999,0,0
2021,11,13,21,-999,-999,-999,0,0
2021,11,13,22,-999,-999,-999,0,0
2021,11,13,23,-999,-999,-999,0,0
2021,11,14,0,-999,-999,-999,0,0
2021,11,14,1,-999,-999,-999,0,0
2021,11,14,2,-999,-999,-999,0,0
2021,11,14,3,-999,-999,-999,0,0
2021,11,14,4,-999,-999,-999,0,0
2021,11,14,5,-999,-999,-999,0,0
2021,11,14,6,-999,-999,-999,0,0
2021,11,14,7,-999,-999,-999,0,0
2021,11,14,8,0.26,0.09,87.22,5.77,17.55
2021,11,14,9,0.27,0.13,81.3,24.08,56.56
2021,11,14,10,0.14,0.1,76.91,18.7,43.98
2021,11,14,11,0.25,0.12,74.42,37.17,91.98
2021,11,14,12,0.27,0.12,74.05,42.33,104.52
2021,11,14,13,0.19,0.1,75.84,27.42,63.45
2021,11,14,14,0.16,0.1,79.63,16.65,38.38
2021,11,14,15,0.28,0.12,84.88,13.77,35.37
2021,11,14,16,-999,-999,-999,0,0
2021,11,14,17,-999,-999,-999,0,0
2021,11,14,18,-999,-999,-999,0,0
2021,11,14,19,-999,-999,-999,0,0
2021,11,14,20,-999,-999,-999,0,0
2021,11,14,21,-999,-999,-999,0,0
2021,11,14,22,-999,-999,-999,0,0
2021,11,14,23,-999,-999,-999,0,0
2021,11,15,0,-999,-999,-999,0,0
2021,11,15,1,-999,-999,-999,0,0
2021,11,15,2,-999,-999,-999,0,0
2021,11,15,3,-999,-999,-999,0,0
2021,11,15,4,-999,-999,-999,0,0
2021,11,15,5,-999,-999,-999,0,0
2021,11,15,6,-999,-999,-999,0,0
2021,11,15,7,-999,-999,-999,0,0
2021,11,15,8,0.33,0.12,87.44,6.5,20.55
2021,11,15,9,0.29,0.13,81.56,25.77,58.66
2021,11,15,10,0.13,0.12,77.17,16.62,41.02
2021,11,15,11,0.14,0.11,74.68,22.17,50.4
2021,11,15,12,0.12,0.1,74.3,20.17,44.87
2021,11,15,13,0.1,0.09,76.09,14.48,34.25
2021,11,15,14,0.07,0.09,79.86,7.33,17.62
2021,11,15,15,0.27,0.12,85.14,11.12,32.06
2021,11,15,16,-999,-999,-999,0,0
2021,11,15,17,-999,-999,-999,0,0
2021,11,15,18,-999,-999,-999,0,0
2021,11,15,19,-999,-999,-999,0,0
2021,11,15,20,-999,-999,-999,0,0
2021,11,15,21,-999,-999,-999,0,0
2021,11,15,22,-999,-999,-999,0,0
2021,11,15,23,-999,-999,-999,0,0
2021,11,16,0,-999,-999,-999,0,0
2021,11,16,1,-999,-999,-999,0,0
2021,11,16,2,-999,-999,-999,0,0
2021,11,16,3,-999,-999,-999,0,0
2021,11,16,4,-999,-999,-999,0,0
2021,11,16,5,-999,-999,-999,0,0
2021,11,16,6,-999,-999,-999,0,0
2021,11,16,7,-999,-999,-999,0,0
2021,11,16,8,0.32,0.11,87.65,5.7,18.15
2021,11,16,9,0.36,0.15,81.8,28.1,71.03
2021,11,16,10,0.09,0.09,77.43,12.05,29.59
2021,11,16,11,0.09,0.09,74.94,13.9,32.41
2021,11,16,12,0.12,0.1,74.55,18.1,42.34
2021,11,16,13,0.08,0.09,76.32,10.08,25.19
2021,11,16,14,0.08,0.09,80.08,7.35,17.89
2021,11,16,15,0.3,0.12,85.38,12.05,33.12
2021,11,16,16,-999,-999,-999,0,0
2021,11,16,17,-999,-999,-999,0,0
2021,11,16,18,-999,-999,-999,0,0
2021,11,16,19,-999,-999,-999,0,0
2021,11,16,20,-999,-999,-999,0,0
2021,11,16,21,-999,-999,-999,0,0
2021,11,16,22,-999,-999,-999,0,0
2021,11,16,23,-999,-999,-999,0,0
2021,11,17,0,-999,-999,-999,0,0
2021,11,17,1,-999,-999,-999,0,0
2021,11,17,2,-999,-999,-999,0,0
2021,11,17,3,-999,-999,-999,0,0
2021,11,17,4,-999,-999,-999,0,0
2021,11,17,5,-999,-999,-999,0,0
2021,11,17,6,-999,-999,-999,0,0
2021,11,17,7,-999,-999,-999,0,0
2021,11,17,8,0.27,0.09,87.84,4.27,13.8
2021,11,17,9,0.21,0.12,82.05,18.3,40.68
2021,11,17,10,0.23,0.12,77.67,28.6,67.41
2021,11,17,11,0.31,0.12,75.18,47.52,110.45
2021,11,17,12,0.37,0.12,74.8,56.17,133.34
2021,11,17,13,0.5,0.13,76.55,67.73,162.92
2021,11,17,14,0.45,0.14,80.3,44.38,106.97
2021,11,17,15,0.46,0.15,85.62,18,48.74
2021,11,17,16,-999,-999,-999,0,0
2021,11,17,17,-999,-999,-999,0,0
2021,11,17,18,-999,-999,-999,0,0
2021,11,17,19,-999,-999,-999,0,0
2021,11,17,20,-999,-999,-999,0,0
2021,11,17,21,-999,-999,-999,0,0
2021,11,17,22,-999,-999,-999,0,0
2021,11,17,23,-999,-999,-999,0,0
2021,11,18,0,-999,-999,-999,0,0
2021,11,18,1,-999,-999,-999,0,0
2021,11,18,2,-999,-999,-999,0,0
2021,11,18,3,-999,-999,-999,0,0
2021,11,18,4,-999,-999,-999,0,0
2021,11,18,5,-999,-999,-999,0,0
2021,11,18,6,-999,-999,-999,0,0
2021,11,18,7,-999,-999,-999,0,0
2021,11,18,8,0.26,0.09,88.03,3.77,12.41
2021,11,18,9,0.2,0.12,82.29,16.38,35.98
2021,11,18,10,0.23,0.11,77.91,28.85,66.23
2021,11,18,11,0.18,0.11,75.42,29.17,64.27
2021,11,18,12,0.18,0.11,75.03,28.6,64.18
2021,11,18,13,0.11,0.09,76.77,15.42,35.38
2021,11,18,14,0.09,0.11,80.5,9.2,20.61
2021,11,18,15,0.26,0.11,85.84,9.55,25.73
2021,11,18,16,-999,-999,-999,0,0
2021,11,18,17,-999,-999,-999,0,0
2021,11,18,18,-999,-999,-999,0,0
2021,11,18,19,-999,-999,-999,0,0
2021,11,18,20,-999,-999,-999,0,0
2021,11,18,21,-999,-999,-999,0,0
2021,11,18,22,-999,-999,-999,0,0
2021,11,18,23,-999,-999,-999,0,0
2021,11,19,0,-999,-999,-999,0,0
2021,11,19,1,-999,-999,-999,0,0
2021,11,19,2,-999,-999,-999,0,0
2021,11,19,3,-999,-999,-999,0,0
2021,11,19,4,-999,-999,-999,0,0
2021,11,19,5,-999,-999,-999,0,0
2021,11,19,6,-999,-999,-999,0,0
2021,11,19,7,-999,-999,-999,0,0
2021,11,19,8,0.38,0.13,88.2,5.25,16.75
2021,11,19,9,0.41,0.15,82.53,31.12,73.3
2021,11,19,10,0.55,0.14,78.16,67.1,156.76
2021,11,19,11,0.45,0.13,75.66,66.67,154.4
2021,11,19,12,0.34,0.12,75.26,54.83,122.77
2021,11,19,13,0.42,0.12,76.99,55.83,131.23
2021,11,19,14,0.41,0.13,80.7,40.67,93.69
2021,11,19,15,0.43,0.15,86.05,15.08,41.53
2021,11,19,16,-999,-999,-999,0,0
2021,11,19,17,-999,-999,-999,0,0
2021,11,19,18,-999,-999,-999,0,0
2021,11,19,19,-999,-999,-999,0,0
2021,11,19,20,-999,-999,-999,0,0
2021,11,19,21,-999,-999,-999,0,0
2021,11,19,22,-999,-999,-999,0,0
2021,11,19,23,-999,-999,-999,0,0
2021,11,20,0,-999,-999,-999,0,0
2021,11,20,1,-999,-999,-999,0,0
2021,11,20,2,-999,-999,-999,0,0
2021,11,20,3,-999,-999,-999,0,0
2021,11,20,4,-999,-999,-999,0,0
2021,11,20,5,-999,-999,-999,0,0
2021,11,20,6,-999,-999,-999,0,0
2021,11,20,7,-999,-999,-999,0,0
2021,11,20,8,0.35,0.12,88.37,4.27,14.03
2021,11,20,9,0.37,0.14,82.76,26.08,64.7
2021,11,20,10,0.23,0.11,78.39,26.52,63.18
2021,11,20,11,0.21,0.11,75.89,31.35,72.28
2021,11,20,12,0.21,0.11,75.48,33.08,74.63
2021,11,20,13,0.19,0.11,77.2,25.35,59.01
2021,11,20,14,0.09,0.11,80.9,8.27,18.48
2021,11,20,15,0.3,0.11,86.24,10.08,27.72
2021,11,20,16,-999,-999,-999,0,0
2021,11,20,17,-999,-999,-999,0,0
2021,11,20,18,-999,-999,-999,0,0
2021,11,20,19,-999,-999,-999,0,0
2021,11,20,20,-999,-999,-999,0,0
2021,11,20,21,-999,-999,-999,0,0
2021,11,20,22,-999,-999,-999,0,0
2021,11,20,23,-999,-999,-999,0,0
2021,11,21,0,-999,-999,-999,0,0
2021,11,21,1,-999,-999,-999,0,0
2021,11,21,2,-999,-999,-999,0,0
2021,11,21,3,-999,-999,-999,0,0
2021,11,21,4,-999,-999,-999,0,0
2021,11,21,5,-999,-999,-999,0,0
2021,11,21,6,-999,-999,-999,0,0
2021,11,21,7,-999,-999,-999,0,0
2021,11,21,8,0.4,0.13,88.52,4.27,14.25
2021,11,21,9,0.45,0.15,82.98,30.83,76.11
2021,11,21,10,0.51,0.14,78.62,58.27,140.51
2021,11,21,11,0.53,0.13,76.12,73.42,176.81
2021,11,21,12,0.44,0.12,75.7,62.55,151.63
2021,11,21,13,0.44,0.13,77.41,54.25,132.77
2021,11,21,14,0.37,0.13,81.09,33.6,78.93
2021,11,21,15,0.43,0.14,86.43,12.67,37.53
2021,11,21,16,-999,-999,-999,0,0
2021,11,21,17,-999,-999,-999,0,0
2021,11,21,18,-999,-999,-999,0,0
2021,11,21,19,-999,-999,-999,0,0
2021,11,21,20,-999,-999,-999,0,0
2021,11,21,21,-999,-999,-999,0,0
2021,11,21,22,-999,-999,-999,0,0
2021,11,21,23,-999,-999,-999,0,0
2021,11,22,0,-999,-999,-999,0,0
2021,11,22,1,-999,-999,-999,0,0
2021,11,22,2,-999,-999,-999,0,0
2021,11,22,3,-999,-999,-999,0,0
2021,11,22,4,-999,-999,-999,0,0
2021,11,22,5,-999,-999,-999,0,0
2021,11,22,6,-999,-999,-999,0,0
2021,11,22,7,-999,-999,-999,0,0
2021,11,22,8,0.42,0.14,88.66,3.85,13.8
2021,11,22,9,0.52,0.15,83.21,34.02,86.2
2021,11,22,10,0.59,0.14,78.84,64.95,158.9
2021,11,22,11,0.55,0.14,76.34,76.1,182.62
2021,11,22,12,0.57,0.13,75.91,81.17,192.55
2021,11,22,13,0.62,0.14,77.61,76.5,184.25
2021,11,22,14,0.58,0.18,81.27,51.08,123.22
2021,11,22,15,0.41,0.14,86.6,11.58,34.43
2021,11,22,16,-999,-999,-999,0,0
2021,11,22,17,-999,-999,-999,0,0
2021,11,22,18,-999,-999,-999,0,0
2021,11,22,19,-999,-999,-999,0,0
2021,11,22,20,-999,-999,-999,0,0
2021,11,22,21,-999,-999,-999,0,0
2021,11,22,22,-999,-999,-999,0,0
2021,11,22,23,-999,-999,-999,0,0
2021,11,23,0,-999,-999,-999,0,0
2021,11,23,1,-999,-999,-999,0,0
2021,11,23,2,-999,-999,-999,0,0
2021,11,23,3,-999,-999,-999,0,0
2021,11,23,4,-999,-999,-999,0,0
2021,11,23,5,-999,-999,-999,0,0
2021,11,23,6,-999,-999,-999,0,0
2021,11,23,7,-999,-999,-999,0,0
2021,11,23,8,0.43,0.14,88.8,3.52,12.49
2021,11,23,9,0.51,0.16,83.43,32.2,81.38
2021,11,23,10,0.54,0.14,79.06,59.2,143.52
2021,11,23,11,0.62,0.14,76.55,85.62,202.4
2021,11,23,12,0.52,0.13,76.12,72.67,173.34
2021,11,23,13,0.52,0.13,77.8,65.77,154.99
2021,11,23,14,0.41,0.14,81.45,35.83,86.02
2021,11,23,15,0.5,0.16,86.77,13.27,39.46
2021,11,23,16,-999,-999,-999,0,0
2021,11,23,17,-999,-999,-999,0,0
2021,11,23,18,-999,-999,-999,0,0
2021,11,23,19,-999,-999,-999,0,0
2021,11,23,20,-999,-999,-999,0,0
2021,11,23,21,-999,-999,-999,0,0
2021,11,23,22,-999,-999,-999,0,0
2021,11,23,23,-999,-999,-999,0,0
2021,11,24,0,-999,-999,-999,0,0
2021,11,24,1,-999,-999,-999,0,0
2021,11,24,2,-999,-999,-999,0,0
2021,11,24,3,-999,-999,-999,0,0
2021,11,24,4,-999,-999,-999,0,0
2021,11,24,5,-999,-999,-999,0,0
2021,11,24,6,-999,-999,-999,0,0
2021,11,24,7,-999,-999,-999,0,0
2021,11,24,8,0.42,0.13,88.93,3.15,11.06
2021,11,24,9,0.41,0.15,83.64,25.88,63.1
2021,11,24,10,0.42,0.13,79.27,46.15,110.08
2021,11,24,11,0.35,0.11,76.76,48.15,112.93
2021,11,24,12,0.45,0.12,76.32,63.85,147.63
2021,11,24,13,0.38,0.12,77.98,47.58,110.2
2021,11,24,14,0.36,0.14,81.62,31.95,73.78
2021,11,24,15,0.45,0.15,86.92,11.33,33.45
2021,11,24,16,-999,-999,-999,0,0
2021,11,24,17,-999,-999,-999,0,0
2021,11,24,18,-999,-999,-999,0,0
2021,11,24,19,-999,-999,-999,0,0
2021,11,24,20,-999,-999,-999,0,0
2021,11,24,21,-999,-999,-999,0,0
2021,11,24,22,-999,-999,-999,0,0
2021,11,24,23,-999,-999,-999,0,0
2021,11,25,0,-999,-999,-999,0,0
2021,11,25,1,-999,-999,-999,0,0
2021,11,25,2,-999,-999,-999,0,0
2021,11,25,3,-999,-999,-999,0,0
2021,11,25,4,-999,-999,-999,0,0
2021,11,25,5,-999,-999,-999,0,0
2021,11,25,6,-999,-999,-999,0,0
2021,11,25,7,-999,-999,-999,0,0
2021,11,25,8,0.32,0.09,89.05,2,7.54
2021,11,25,9,0.45,0.15,83.85,26.05,66.95
2021,11,25,10,0.47,0.13,79.48,49.45,120.23
2021,11,25,11,0.55,0.14,76.96,71.9,172.25
2021,11,25,12,0.53,0.13,76.51,71.88,173
2021,11,25,13,0.47,0.13,78.16,55.7,133.81
2021,11,25,14,0.38,0.14,81.78,32.3,76.66
2021,11,25,15,0.44,0.14,87.06,10.08,31.49
2021,11,25,16,-999,-999,-999,0,0
2021,11,25,17,-999,-999,-999,0,0
2021,11,25,18,-999,-999,-999,0,0
2021,11,25,19,-999,-999,-999,0,0
2021,11,25,20,-999,-999,-999,0,0
2021,11,25,21,-999,-999,-999,0,0
2021,11,25,22,-999,-999,-999,0,0
2021,11,25,23,-999,-999,-999,0,0
2021,11,26,0,-999,-999,-999,0,0
2021,11,26,1,-999,-999,-999,0,0
2021,11,26,2,-999,-999,-999,0,0
2021,11,26,3,-999,-999,-999,0,0
2021,11,26,4,-999,-999,-999,0,0
2021,11,26,5,-999,-999,-999,0,0
2021,11,26,6,-999,-999,-999,0,0
2021,11,26,7,-999,-999,-999,0,0
2021,11,26,8,0.38,0.12,89.15,1.98,7.73
2021,11,26,9,0.27,0.12,84.05,14.92,37.96
2021,11,26,10,0.34,0.12,79.68,34.85,84.1
2021,11,26,11,0.31,0.11,77.16,41,96.45
2021,11,26,12,0.33,0.11,76.7,44.8,105.55
2021,11,26,13,0.24,0.11,78.34,29.02,69.14
2021,11,26,14,0.23,0.12,81.93,19.98,45.73
2021,11,26,15,0.25,0.09,87.2,5.2,17.16
2021,11,26,16,-999,-999,-999,0,0
2021,11,26,17,-999,-999,-999,0,0
2021,11,26,18,-999,-999,-999,0,0
2021,11,26,19,-999,-999,-999,0,0
2021,11,26,20,-999,-999,-999,0,0
2021,11,26,21,-999,-999,-999,0,0
2021,11,26,22,-999,-999,-999,0,0
2021,11,26,23,-999,-999,-999,0,0
2021,11,27,0,-999,-999,-999,0,0
2021,11,27,1,-999,-999,-999,0,0
2021,11,27,2,-999,-999,-999,0,0
2021,11,27,3,-999,-999,-999,0,0
2021,11,27,4,-999,-999,-999,0,0
2021,11,27,5,-999,-999,-999,0,0
2021,11,27,6,-999,-999,-999,0,0
2021,11,27,7,-999,-999,-999,0,0
2021,11,27,8,0.34,0.08,89.25,1.23,6.16
2021,11,27,9,0.27,0.12,84.25,14.4,37.03
2021,11,27,10,0.35,0.12,79.88,34.58,86.59
2021,11,27,11,0.45,0.13,77.35,55.9,135.79
2021,11,27,12,0.38,0.12,76.88,48.17,118.26
2021,11,27,13,0.34,0.12,78.5,38.38,93.47
2021,11,27,14,0.28,0.12,82.08,23.23,53.5
2021,11,27,15,0.23,0.09,87.32,4.55,15.32
2021,11,27,16,-999,-999,-999,0,0
2021,11,27,17,-999,-999,-999,0,0
2021,11,27,18,-999,-999,-999,0,0
2021,11,27,19,-999,-999,-999,0,0
2021,11,27,20,-999,-999,-999,0,0
2021,11,27,21,-999,-999,-999,0,0
2021,11,27,22,-999,-999,-999,0,0
2021,11,27,23,-999,-999,-999,0,0
2021,11,28,0,-999,-999,-999,0,0
2021,11,28,1,-999,-999,-999,0,0
2021,11,28,2,-999,-999,-999,0,0
2021,11,28,3,-999,-999,-999,0,0
2021,11,28,4,-999,-999,-999,0,0
2021,11,28,5,-999,-999,-999,0,0
2021,11,28,6,-999,-999,-999,0,0
2021,11,28,7,-999,-999,-999,0,0
2021,11,28,8,0.45,0.08,89.34,1.35,7.15
2021,11,28,9,0.32,0.14,84.45,16.3,43.38
2021,11,28,10,0.27,0.12,80.07,25.55,63.59
2021,11,28,11,0.27,0.11,77.53,31.77,81.13
2021,11,28,12,0.25,0.11,77.05,32.2,78.94
2021,11,28,13,0.27,0.11,78.66,27.5,73.1
2021,11,28,14,0.15,0.11,82.22,12.65,27.7
2021,11,28,15,0.27,0.1,87.44,4.5,16.43
2021,11,28,16,-999,-999,-999,0,0
2021,11,28,17,-999,-999,-999,0,0
2021,11,28,18,-999,-999,-999,0,0
2021,11,28,19,-999,-999,-999,0,0
2021,11,28,20,-999,-999,-999,0,0
2021,11,28,21,-999,-999,-999,0,0
2021,11,28,22,-999,-999,-999,0,0
2021,11,28,23,-999,-999,-999,0,0
2021,11,29,0,-999,-999,-999,0,0
2021,11,29,1,-999,-999,-999,0,0
2021,11,29,2,-999,-999,-999,0,0
2021,11,29,3,-999,-999,-999,0,0
2021,11,29,4,-999,-999,-999,0,0
2021,11,29,5,-999,-999,-999,0,0
2021,11,29,6,-999,-999,-999,0,0
2021,11,29,7,-999,-999,-999,0,0
2021,11,29,8,0.57,0.09,89.42,1.4,7.99
2021,11,29,9,0.48,0.16,84.63,22.65,62.59
2021,11,29,10,0.4,0.12,80.26,38.42,94.86
2021,11,29,11,0.54,0.13,77.71,64.62,160.09
2021,11,29,12,0.54,0.14,77.21,67.02,168.09
2021,11,29,13,0.57,0.14,78.8,60.75,154.06
2021,11,29,14,0.55,0.16,82.36,40.77,103.57
2021,11,29,15,0.48,0.15,87.54,8.65,29.03
2021,11,29,16,-999,-999,-999,0,0
2021,11,29,17,-999,-999,-999,0,0
2021,11,29,18,-999,-999,-999,0,0
2021,11,29,19,-999,-999,-999,0,0
2021,11,29,20,-999,-999,-999,0,0
2021,11,29,21,-999,-999,-999,0,0
2021,11,29,22,-999,-999,-999,0,0
2021,11,29,23,-999,-999,-999,0,0
2021,11,30,0,-999,-999,-999,0,0
2021,11,30,1,-999,-999,-999,0,0
2021,11,30,2,-999,-999,-999,0,0
2021,11,30,3,-999,-999,-999,0,0
2021,11,30,4,-999,-999,-999,0,0
2021,11,30,5,-999,-999,-999,0,0
2021,11,30,6,-999,-999,-999,0,0
2021,11,30,7,-999,-999,-999,0,0
2021,11,30,8,-999,-999,-999,0,0
2021,11,30,9,0.35,0.12,84.31,18.98,48.63
2021,11,30,10,0.4,0.13,80.43,38.5,93.12
2021,11,30,11,0.48,0.13,77.88,57.85,141.54
2021,11,30,12,0.49,0.13,77.38,60.8,149.66
2021,11,30,13,0.45,0.12,78.95,48.62,118.55
2021,11,30,14,0.41,0.15,82.48,30.45,74.01
2021,11,30,15,0.41,0.14,87.64,6.98,23.2
2021,11,30,16,-999,-999,-999,0,0
2021,11,30,17,-999,-999,-999,0,0
